,t,v,throttle,brake
0,0.0,0.0,0.0012499999999999734,0.0
1,0.01,0.0,0.0024999999999999467,0.0
2,0.02,5.226807502367592e-07,0.003750000000000031,0.0
3,0.03,8.736234349271399e-07,0.0050000000000000044,0.0
4,0.04,1.0315828831153342e-06,0.006249999999999978,0.0
5,0.05,1.3673713965545178e-06,0.007499999999999951,0.0
6,0.06,1.6961972733042783e-06,0.008750000000000036,0.0
7,0.07,2.0163870431133546e-06,0.010000000000000007,0.0
8,0.08,1.9533867998688947e-06,0.01124999999999998,0.0
9,0.09,2.066188926619361e-06,0.012499999999999956,0.0
10,0.1,2.1609466784866527e-06,0.01375000000000004,0.0
11,0.11,0.0,0.015000000000000013,0.0
12,0.12,0.02702981606125832,0.016249999999999987,0.0
13,0.13,0.0,0.01749999999999996,0.0
14,0.14,0.0,0.018750000000000044,0.0
15,0.15,0.0,0.020000000000000014,0.0
16,0.16,0.0,0.02124999999999999,0.0
17,0.17,0.0,0.02249999999999996,0.0
18,0.18,0.0,0.02375000000000005,0.0
19,0.19,0.0,0.025000000000000026,0.0
20,0.2,0.0,0.02625,0.0
21,0.21,0.0,0.02749999999999997,0.0
22,0.22,0.0,0.02875000000000005,0.0
23,0.23,0.0,0.030000000000000027,0.0
24,0.24,0.0,0.03125,0.0
25,0.25,0.0,0.032499999999999966,0.0
26,0.26,0.0,0.03374999999999995,0.0
27,0.27,0.0,0.03500000000000003,0.0
28,0.28,0.0,0.03625,0.0
29,0.29,0.0,0.03749999999999998,0.0
30,0.3,0.0,0.03874999999999995,0.0
31,0.31,0.0,0.040000000000000036,0.0
32,0.32,0.0,0.041250000000000016,0.0
33,0.33,0.0,0.04249999999999998,0.0
34,0.34,0.00013352713722269982,0.04374999999999996,0.0
35,0.35,0.0,0.04500000000000004,0.0
36,0.36,0.0007226791931316258,0.04625000000000001,0.0
37,0.37,0.0,0.04749999999999999,0.0
38,0.38,0.0013022150378674267,0.04874999999999996,0.0
39,0.39,0.0,0.05000000000000005,0.0
40,0.4,0.00187996169552207,0.05125000000000002,0.0
41,0.41,0.0,0.052499999999999984,0.0
42,0.42,0.002457355847582221,0.05374999999999997,0.0
43,0.43,0.0,0.05500000000000005,0.0
44,0.44,0.0030362536199390893,0.05625000000000002,0.0
45,0.45,0.0,0.0575,0.0
46,0.46,0.003619566094130277,0.058749999999999976,0.0
47,0.47,0.0,0.06000000000000005,0.0
48,0.48,0.0042114630341529855,0.06125000000000003,0.0
49,0.49,7.357916911132634e-05,0.0625,0.0
50,0.5,0.004807122051715851,0.06374999999999997,0.0
51,0.51,0.0006742472178302705,0.06499999999999995,0.0
52,0.52,0.005413349252194165,0.06625000000000003,0.0
53,0.53,0.0012849010527133944,0.0675,0.0
54,0.54,0.006029611919075251,0.06874999999999998,0.0
55,0.55,0.001908286358229816,0.06999999999999995,0.0
56,0.56,0.0066583845764398575,0.07125000000000004,0.0
57,0.57,0.0025403276085853572,0.07250000000000001,0.0
58,0.58,0.007297640200704336,0.07374999999999997,0.0
59,0.59,0.0,0.07499999999999996,0.0
60,0.6,0.005005829967558384,0.07625000000000004,0.0
61,0.61,0.0010641698027029634,0.07750000000000001,0.0
62,0.62,0.006016519386321306,0.07874999999999999,0.0
63,0.63,0.002056564437225461,0.07999999999999996,0.0
64,0.64,0.006993933580815792,0.08125000000000004,0.0
65,0.65,0.00302244070917368,0.08250000000000003,0.0
66,0.66,0.007948225364089012,0.08374999999999999,0.0
67,0.67,0.003967349883168936,0.08499999999999996,0.0
68,0.68,0.008884754031896591,0.08625000000000005,0.0
69,0.69,0.004899405874311924,0.08750000000000002,0.0
70,0.7,0.00981074385344982,0.08875,0.0
71,0.71,0.005820494145154953,0.08999999999999997,0.0
72,0.72,0.010726189240813257,0.09125000000000004,0.0
73,0.73,0.006733207497745752,0.09250000000000004,0.0
74,0.74,0.01163614634424448,0.09375,0.0
75,0.75,0.007643495686352253,0.09499999999999996,0.0
76,0.76,0.01254493184387684,0.09624999999999996,0.0
77,0.77,0.008551586419343948,0.09750000000000003,0.0
78,0.78,0.013453483581542969,0.09875,0.0
79,0.79,0.009461034089326859,0.09999999999999998,0.0
80,0.8,0.014360788278281687,0.10124999999999997,0.0
81,0.81,0.010371284559369087,0.10250000000000004,0.0
82,0.82,0.015273758210241796,0.10375,0.0
83,0.83,0.011287456378340721,0.10499999999999997,0.0
84,0.84,0.01618997380137444,0.10624999999999996,0.0
85,0.85,0.012206202372908592,0.10750000000000004,0.0
86,0.86,0.01711159385740757,0.10875,0.0
87,0.87,0.013131352141499521,0.11,0.0
88,0.88,0.01803907193243504,0.11124999999999996,0.0
89,0.89,0.014063810929656029,0.11250000000000004,0.0
90,0.9,0.018976958468556404,0.11375000000000003,0.0
91,0.91,0.015005013905465603,0.115,0.0
92,0.92,0.01992073655128479,0.11624999999999995,0.0
93,0.93,0.015953918918967247,0.11750000000000005,0.0
94,0.94,0.020875072106719017,0.11875000000000002,0.0
95,0.95,0.016913490369915962,0.12,0.0
96,0.96,0.02183961123228073,0.12124999999999996,0.0
97,0.97,0.017883948981761932,0.12250000000000005,0.0
98,0.98,0.022814745083451268,0.12375000000000005,0.0
99,0.99,0.01886301301419735,0.125,0.0
100,1.0,0.0237999577075243,0.12624999999999995,0.0
101,1.01,0.019856369122862816,0.12749999999999995,0.0
102,1.02,0.024797474965453148,0.12875000000000006,0.0
103,1.03,0.020860088989138603,0.13,0.0
104,1.04,0.025806427001953125,0.13124999999999998,0.0
105,1.05,0.02187669463455677,0.13249999999999995,0.0
106,1.06,0.026829514652490616,0.13375000000000006,0.0
107,1.07,0.022906355559825897,0.135,0.0
108,1.08,0.02786630392074585,0.13624999999999998,0.0
109,1.09,0.02395138703286648,0.13749999999999996,0.0
110,1.1,0.028916647657752037,0.13875000000000004,0.0
111,1.11,0.025008661672472957,0.14,0.0
112,1.12,0.02998146787285805,0.14125,0.0
113,1.13,0.0260809063911438,0.14249999999999996,0.0
114,1.14,0.031060090288519863,0.14375000000000004,0.0
115,1.15,0.02716847136616707,0.14500000000000002,0.0
116,1.16,0.0321536660194397,0.14625,0.0
117,1.17,0.02826989442110062,0.14749999999999994,0.0
118,1.18,0.03326302766799927,0.14875000000000005,0.0
119,1.19,0.02938753366470337,0.15000000000000002,0.0
120,1.2,0.0343872494995594,0.15125,0.0
121,1.21,0.030520793050527576,0.15249999999999994,0.0
122,1.22,0.03552732989192009,0.15375000000000005,0.0
123,1.23,0.03167206794023514,0.15500000000000005,0.0
124,1.24,0.036685194820165634,0.15625,0.0
125,1.25,0.0328378863632679,0.15749999999999995,0.0
126,1.26,0.03785835951566696,0.15874999999999995,0.0
127,1.27,0.03402043133974075,0.16000000000000006,0.0
128,1.28,0.039047881960868835,0.16125,0.0
129,1.29,0.03522302582859993,0.16249999999999998,0.0
130,1.3,0.040258519351482384,0.16374999999999995,0.0
131,1.31,0.03644415736198425,0.16500000000000006,0.0
132,1.32,0.04148624837398529,0.16625,0.0
133,1.33,0.03768312558531761,0.16749999999999998,0.0
134,1.34,0.04273413494229317,0.16874999999999996,0.0
135,1.35,0.0389423742890358,0.17000000000000004,0.0
136,1.36,0.04399998113512993,0.17125,0.0
137,1.37,0.04021971672773361,0.1725,0.0
138,1.38,0.04528478905558586,0.17374999999999996,0.0
139,1.39,0.04151606932282448,0.17500000000000004,0.0
140,1.4,0.0465908981859684,0.17625000000000002,0.0
141,1.41,0.04283759370446205,0.1775,0.0
142,1.42,0.047918252646923065,0.17874999999999994,0.0
143,1.43,0.044176872819662094,0.18000000000000005,0.0
144,1.44,0.04926512017846108,0.18125,0.0
145,1.45,0.045539997518062585,0.1825,0.0
146,1.46,0.05063595622777939,0.18375,0.0
147,1.47,0.04692596942186356,0.18500000000000005,0.0
148,1.48,0.052030786871910095,0.18625000000000005,0.0
149,1.49,0.048338573426008224,0.1875,0.0
150,1.5,0.053452890366315835,0.18875,0.0
151,1.51,0.04977859929203987,0.18999999999999995,0.0
152,1.52,0.05490203201770783,0.19125000000000006,0.0
153,1.53,0.05124996230006218,0.1925,0.0
154,1.54,0.056381650269031525,0.19375,0.0
155,1.55,0.05275136977434158,0.19499999999999995,0.0
156,1.56,0.05789300799369813,0.19625000000000006,0.0
157,1.57,0.054285507649183266,0.1975,0.0
158,1.58,0.05943499132990838,0.19875,0.0
159,1.59,0.05585576593875885,0.2,0.0
160,1.6,0.061016835272312164,0.20125000000000004,0.0
161,1.61,0.05746910348534584,0.2025,0.0
162,1.62,0.06264199316501617,0.20375,0.0
163,1.63,0.05913065746426582,0.205,0.0
164,1.64,0.06431683897972107,0.20625000000000004,0.0
165,1.65,0.060847308486700065,0.2075,0.0
166,1.66,0.06604889035224915,0.20875,0.0
167,1.67,0.0626307874917984,0.21,0.0
168,1.68,0.06804876029491425,0.21125000000000005,0.0
169,1.69,0.06591437757015227,0.2125,0.0
170,1.7,0.07441211491823196,0.21375,0.0
171,1.71,0.08534315228462219,0.215,0.0
172,1.72,0.11182035505771636,0.21625000000000005,0.0
173,1.73,0.11700806021690367,0.21750000000000005,0.0
174,1.74,0.13206715881824493,0.21875,0.0
175,1.75,0.16278766095638275,0.22,0.0
176,1.76,0.18686270713806152,0.22124999999999995,0.0
177,1.77,0.1998820453882217,0.22250000000000006,0.0
178,1.78,0.210476353764534,0.22375,0.0
179,1.79,0.20121008157730105,0.225,0.0
180,1.8,0.19922704994678495,0.22624999999999995,0.0
181,1.81,0.208610400557518,0.22750000000000006,0.0
182,1.82,0.19634996354579928,0.22875,0.0
183,1.83,0.22353561222553253,0.23,0.0
184,1.84,0.20371437072753906,0.23125,0.0
185,1.85,0.22727030515670776,0.23250000000000004,0.0
186,1.86,0.2070339322090149,0.23375,0.0
187,1.87,0.2441015988588333,0.235,0.0
188,1.88,0.2522608935832977,0.23625,0.0
189,1.89,0.2453503608703613,0.23750000000000004,0.0
190,1.9,0.2612960338592529,0.23875,0.0
191,1.91,0.2532262206077576,0.24,0.0
192,1.92,0.2621901929378509,0.24125,0.0
193,1.93,0.2643866539001465,0.24250000000000005,0.0
194,1.94,0.2620610296726227,0.24375,0.0
195,1.95,0.27837273478508,0.245,0.0
196,1.96,0.29648178815841675,0.24625,0.0
197,1.97,0.2924623787403107,0.24750000000000005,0.0
198,1.98,0.2909327745437622,0.24875000000000005,0.0
199,1.99,0.3026801943778992,0.25,0.0
200,2.0,0.3143456280231476,0.25125,0.0
201,2.01,0.3118536174297333,0.25249999999999995,0.0
202,2.02,0.3093376457691193,0.25375000000000003,0.0
203,2.03,0.31606525182724,0.255,0.0
204,2.04,0.3147934377193451,0.25625,0.0
205,2.05,0.3226029574871063,0.25749999999999995,0.0
206,2.06,0.3243606984615326,0.25875000000000004,0.0
207,2.07,0.33499908447265625,0.26,0.0
208,2.08,0.33582472801208496,0.26125,0.0
