,t,v,throttle,brake
0,0.0,0.0,0.0024999999999999467,0.0
1,0.01,0.0,0.0049999999999998926,0.0
2,0.02,0.0,0.007500000000000062,0.0
3,0.03,0.0,0.010000000000000007,0.0
4,0.04,0.0,0.012499999999999956,0.0
5,0.05,0.0,0.014999999999999902,0.0
6,0.06,0.0,0.017500000000000068,0.0
7,0.07,0.0,0.020000000000000014,0.0
8,0.08,0.0,0.02249999999999996,0.0
9,0.09,0.0,0.024999999999999908,0.0
10,0.1,0.0,0.02750000000000008,0.0
11,0.11,0.0,0.030000000000000027,0.0
12,0.12,0.0,0.032499999999999966,0.0
13,0.13,0.0,0.03499999999999992,0.0
14,0.14,0.0,0.03750000000000009,0.0
15,0.15,0.0,0.040000000000000036,0.0
16,0.16,1.5446648831130005e-05,0.04249999999999998,0.0
17,0.17,2.7994577976642177e-05,0.04499999999999993,0.0
18,0.18,3.848593769362196e-05,0.0475000000000001,0.0
19,0.19,0.018013535067439083,0.05000000000000005,0.0
20,0.2,0.0,0.052499999999999984,0.0
21,0.21,0.011486149393022059,0.05499999999999994,0.0
22,0.22,0.007054814603179694,0.057500000000000114,0.0
23,0.23,0.011605268344283104,0.06000000000000005,0.0
24,0.24,0.0072181336581707,0.0625,0.0
25,0.25,0.0007103449897840619,0.06499999999999995,0.0
26,0.26,0.000381648016627878,0.0674999999999999,0.0
27,0.27,0.00032974180066958064,0.07000000000000006,0.0
28,0.28,0.0002926563029177487,0.07250000000000001,0.0
29,0.29,0.0002601468004286289,0.07499999999999996,0.0
30,0.3,0.0002321879001101479,0.0774999999999999,0.0
31,0.31,0.00020730358664877715,0.08000000000000007,0.0
32,0.32,0.00018542687757872042,0.08250000000000003,0.0
33,0.33,0.0001657828252064064,0.08499999999999996,0.0
34,0.34,0.00014865324192214757,0.08749999999999991,0.0
35,0.35,0.00013341540761757642,0.09000000000000008,0.0
36,0.36,0.00011997138062724844,0.09250000000000004,0.0
37,0.37,0.0001080282381735742,0.09499999999999996,0.0
38,0.38,9.765494178282096e-05,0.09749999999999992,0.0
39,0.39,8.837148197926581e-05,0.10000000000000007,0.0
40,0.4,8.003417315194383e-05,0.10250000000000004,0.0
41,0.41,7.269503112183884e-05,0.10499999999999997,0.0
42,0.42,6.640309584327042e-05,0.10749999999999993,0.0
43,0.43,6.0276051954133436e-05,0.1100000000000001,0.0
44,0.44,5.525768210645765e-05,0.11250000000000004,0.0
45,0.45,5.028710438637063e-05,0.115,0.0
46,0.46,4.6113000280456624e-05,0.11749999999999995,0.0
47,0.47,4.258909757481888e-05,0.1200000000000001,0.0
48,0.48,3.9185029891086736e-05,0.12250000000000005,0.0
49,0.49,3.609841951401904e-05,0.125,0.0
50,0.5,3.3352836908306926e-05,0.12749999999999995,0.0
51,0.51,3.095648207818158e-05,0.1299999999999999,0.0
52,0.52,2.8567019398906268e-05,0.13250000000000006,0.0
53,0.53,2.67351988441078e-05,0.135,0.0
54,0.54,2.4749451768002476e-05,0.13749999999999996,0.0
55,0.55,2.316239442734513e-05,0.1399999999999999,0.0
56,0.56,2.1807416487717998e-05,0.14250000000000007,0.0
57,0.57,0.0,0.14500000000000002,0.0
58,0.58,0.03165625408291817,0.14749999999999994,0.0
59,0.59,0.019815180450677868,0.1499999999999999,0.0
60,0.6,0.023737616837024692,0.15250000000000008,0.0
61,0.61,0.018574927002191544,0.15500000000000005,0.0
62,0.62,0.022501103579998016,0.15749999999999995,0.0
