,t,v,throttle,brake
0,0.0,0.0,0.46399999999999997,0.0
1,0.01,0.0,0.46399999999999997,0.0
2,0.02,0.0,0.46399999999999997,0.0
3,0.03,1.5446648831130005e-05,0.46399999999999997,0.0
4,0.04,2.7994577976642177e-05,0.46399999999999997,0.0
5,0.05,3.848593769362196e-05,0.46399999999999997,0.0
6,0.06,0.018013535067439083,0.46399999999999997,0.0
7,0.07,0.0,0.46399999999999997,0.0
8,0.08,0.011486149393022059,0.46399999999999997,0.0
9,0.09,0.007054814603179694,0.46399999999999997,0.0
10,0.1,0.011605268344283104,0.46399999999999997,0.0
11,0.11,0.007619805634021759,0.46399999999999997,0.0
12,0.12,0.012653142213821413,0.46399999999999997,0.0
13,0.13,0.009278741665184498,0.46399999999999997,0.0
14,0.14,0.014111051335930824,0.46399999999999997,0.0
15,0.15,0.0013161659007892013,0.46399999999999997,0.0
16,0.16,0.0006689159199595451,0.46399999999999997,0.0
17,0.17,0.0005659051239490509,0.46399999999999997,0.0
18,0.18,0.0004934472963213921,0.46399999999999997,0.0
19,0.19,0.0004305345064494759,0.46399999999999997,0.0
20,0.2,0.0003758108941838145,0.46399999999999997,0.0
21,0.21,0.00032775470754131675,0.46399999999999997,0.0
22,0.22,0.0002858864900190383,0.46399999999999997,0.0
23,0.23,0.0002491772174835205,0.46399999999999997,0.0
24,0.24,0.00021728230058215559,0.46399999999999997,0.0
25,0.25,0.0001896527974167839,0.46399999999999997,0.0
26,0.26,0.00016516113828402013,0.46399999999999997,0.0
27,0.27,0.00014375978207681328,0.46399999999999997,0.0
28,0.28,0.00012520566815510392,0.46399999999999997,0.0
29,0.29,0.00010906127135967836,0.46399999999999997,0.0
30,0.3,9.486341878073291e-05,0.46399999999999997,0.0
31,0.31,8.232480467995629e-05,0.46399999999999997,0.0
32,0.32,7.151548197725789e-05,0.46399999999999997,0.0
33,0.33,6.194940215209499e-05,0.46399999999999997,0.0
34,0.34,5.404846524470486e-05,0.46399999999999997,0.0
35,0.35,4.676021490013227e-05,0.46399999999999997,0.0
36,0.36,4.048720438731834e-05,0.46399999999999997,0.0
37,0.37,3.5089953598799184e-05,0.46399999999999997,0.0
